,p,td,ts,o,tu,datetime,lx,ly
1314,4.305641174,1130.383423,,5.58835125,1.348777175,2023-12-16 14:28:08,0.0,0.0
1315,4.254459858,1133.205444,,4.04754591,1.356739044,2023-12-16 14:28:15,0.0,0.0
1316,4.27545166,1133.080811,,5.723736286,1.359906316,2023-12-16 14:28:22,0.0,0.0
1317,4.246256351,1133.146606,,4.552014828,1.357464433,2023-12-16 14:28:29,0.0,0.0
1318,4.259692669,1133.622437,,5.277288914,1.361607075,2023-12-16 14:28:36,0.0,0.0
1319,4.253160954,1133.074341,,5.773698807,1.347132921,2023-12-16 14:28:43,0.0,0.0
1320,4.267007351,1133.161743,,5.588352203,1.331491828,2023-12-16 14:28:50,0.0,0.0
1321,4.272204876,1132.933838,,5.070988655,1.355586529,2023-12-16 14:28:57,0.0,0.0
1322,4.29066658,1133.197632,,6.073480129,1.349453926,2023-12-16 14:29:04,0.0,0.0
1323,4.30577755,1133.556396,,4.987178326,1.351847529,2023-12-16 14:29:11,0.0,0.0
1324,4.230426311,1132.664185,,4.379559994,1.35353148,2023-12-16 14:29:19,0.0,0.0
1325,4.255657196,1134.317871,,4.464981556,1.354619622,2023-12-16 14:29:25,0.0,0.0
1326,4.325470448,1133.278442,,4.829229832,1.352612734,2023-12-16 14:29:33,0.0,0.0
1327,4.30834198,1133.607788,,4.216776848,1.342185259,2023-12-16 14:29:40,0.0,0.0
1328,4.373435974,1133.395508,,3.48344326,1.351928115,2023-12-16 14:29:47,0.0,0.0
1329,4.337743282,1133.190796,,4.074945927,1.339872241,2023-12-16 14:29:54,0.0,0.0
1330,4.396239758,1133.029541,,3.564029455,1.334045887,2023-12-16 14:30:01,0.0,0.0
1331,4.310153961,1133.432129,,4.639047623,1.345360756,2023-12-16 14:30:08,0.0,0.0
1332,4.380478859,1133.776001,,4.650330067,1.334384561,2023-12-16 14:30:15,0.0,0.0
1333,4.309675217,1134.574219,,3.963736534,1.338760257,2023-12-16 14:30:22,0.0,0.0
1334,4.331487179,1128.874146,,4.89047718,1.332023144,2023-12-16 14:30:29,0.0,0.0
1335,4.327453136,1134.010864,,4.371501446,1.332103848,2023-12-16 14:30:36,0.0,0.0
1336,4.360205173,1133.051514,,4.08622694,1.329702616,2023-12-16 14:30:43,0.0,0.0
1337,4.602631569,1134.09082,,10.00930309,0.928392351,2023-12-16 14:30:50,0.0,0.0
1338,4.42389679,1134.413208,,7.230696201,0.909542918,2023-12-16 14:30:57,0.0,0.0
1339,4.359213352,1134.266235,,14.14820576,0.841778278,2023-12-16 14:31:04,0.0,0.0
1340,4.378118992,1133.666016,,22.09882545,0.765857697,2023-12-16 14:31:11,0.0,0.0
1341,4.27282095,1133.58606,,44.09882736,0.841463625,2023-12-16 14:31:18,0.0,0.0
1342,4.292751789,1133.607544,,67.15935516,0.915708184,2023-12-16 14:31:25,0.0,0.0
1343,4.348443985,1133.819824,,74.21707153,0.888638854,2023-12-16 14:31:32,0.0,0.0
1344,4.35764122,1133.988281,,77.77734375,1.011024594,2023-12-16 14:31:39,0.0,0.0
1345,4.345026016,1133.088135,,82.00327301,0.975719988,2023-12-16 14:31:46,0.0,0.0
1346,4.341742039,1132.56189,,83.56503296,1.044968128,2023-12-16 14:31:53,0.0,0.0
1347,4.397504807,1133.095459,,88.10688782,1.111628294,2023-12-16 14:32:00,0.0,0.0
1348,4.362154484,1132.84729,,92.22966003,1.115174055,2023-12-16 14:32:07,0.0,0.0
1349,4.342531681,1133.878662,,87.69750214,1.15886867,2023-12-16 14:32:14,0.0,0.0
1350,4.304513454,1133.249023,,90.95157623,1.166781902,2023-12-16 14:32:21,0.0,0.0
1351,4.314699173,1133.241821,,92.17327881,1.177741289,2023-12-16 14:32:29,0.0,0.0
1352,4.325025558,1134.317871,,73.7464447,1.17799139,2023-12-16 14:32:36,0.0,0.0
1353,4.335485458,1133.951904,,53.25180054,1.191707015,2023-12-16 14:32:43,0.0,0.0
1354,4.364206791,1134.33252,,50.07832336,1.177870274,2023-12-16 14:32:50,0.0,0.0
1355,4.325605869,1134.508301,,46.91450119,1.195752621,2023-12-16 14:32:57,0.0,0.0
1356,4.297947884,1134.808716,,46.65019226,1.213932872,2023-12-16 14:33:04,0.0,0.0
1357,4.293776512,1134.559692,,46.56315994,1.209315062,2023-12-16 14:33:11,0.0,0.0
1358,4.199487686,1134.054443,,46.10380554,1.216092467,2023-12-16 14:33:18,0.0,0.0
1359,4.342017174,1133.776245,,46.89194107,1.205624223,2023-12-16 14:33:25,0.0,0.0
1360,4.877776623,1133.783203,,42.51451492,1.101160526,2023-12-16 14:33:32,0.0,0.0
1361,5.00071907,1134.412964,,35.88227463,1.105592608,2023-12-16 14:33:39,0.0,0.0
1362,4.944273949,1132.495605,,31.69663811,1.173462152,2023-12-16 14:33:46,0.0,0.0
1363,4.75449419,1135.410156,,35.31978607,1.182463884,2023-12-16 14:33:53,0.0,0.0
1364,4.835315228,1135.424683,,34.68798828,1.159190655,2023-12-16 14:34:00,0.0,0.0
1365,4.672955036,1135.75415,,34.77178955,1.154105425,2023-12-16 14:34:07,0.0,0.0
1366,4.757332325,1133.812378,,35.45838928,1.157917261,2023-12-16 14:34:14,0.0,0.0
1367,4.769162178,1134.259155,,33.80315781,1.13416779,2023-12-16 14:34:21,0.0,0.0
1368,4.704170227,1134.903809,,36.51407242,1.156144738,2023-12-16 14:34:28,0.0,0.0
1369,4.846222878,1136.134888,,35.41648483,1.094689369,2023-12-16 14:34:35,0.0,0.0
1370,4.727040768,1131.794189,,34.52842712,1.05297792,2023-12-16 14:34:42,0.0,0.0
1371,5.029367447,1134.954834,,15.50204945,1.043210864,2023-12-16 14:34:49,0.0,0.0
1372,4.88167429,1135.123535,,16.20959663,1.096373439,2023-12-16 14:34:56,0.0,0.0
1373,4.823521137,1135.365723,,21.41707039,1.103295922,2023-12-16 14:35:03,0.0,0.0
1374,4.86379385,1134.955078,,21.69106674,1.102151513,2023-12-16 14:35:10,0.0,0.0
1375,4.838393688,1135.182251,,22.36476326,1.126496553,2023-12-16 14:35:18,0.0,0.0
1376,4.861024857,1134.251953,,24.05707169,1.147618055,2023-12-16 14:35:25,0.0,0.0
1377,4.833572388,1135.658447,,25.57530785,1.141082525,2023-12-16 14:35:32,0.0,0.0
1378,4.887794495,1133.169067,,24.1118679,1.145450234,2023-12-16 14:35:39,0.0,0.0
1379,4.913265705,1133.995239,,23.23026085,1.117228985,2023-12-16 14:35:46,0.0,0.0
1380,4.888750076,1134.464111,,24.90483856,1.155733347,2023-12-16 14:35:53,0.0,0.0
1381,4.9066329,1135.26355,,24.02483749,1.125319481,2023-12-16 14:36:00,0.0,0.0
